PhoneNumber,Email,CreditScore,AgeGroup,FamilyBackground,Income,LeadSource,TimeOnPage,PagesVisited,High_Intent
04283061126,bhatiaadvika@example.com,519,51+,Married,451268,Referral,202,14,0
+912430258288,qsangha@example.net,519,26-35,Married,435291,Social Media,52,3,0
+913982573742,vivaan16@example.org,302,18-25,Single,75321,Social Media,172,4,0
4181001183,shray73@example.com,344,18-25,Married,176782,Direct,150,14,0
07739026066,dhegde@example.net,452,51+,Married with Kids,462177,Direct,259,5,0
09081202968,jayanmammen@example.net,404,18-25,Married,109869,Paid Ads,72,3,0
9948063160,badal72@example.com,611,36-50,Married,587273,Organic Search,137,6,0
+912209782936,deshpandedishani@example.com,431,26-35,Married,226466,Organic Search,197,1,0
1652793537,vanya90@example.com,458,26-35,Married,346927,Direct,31,6,0
+911660875765,urvi52@example.org,409,26-35,Married with Kids,302520,Paid Ads,229,4,0
+918961254882,stuvan82@example.com,469,26-35,Single,349707,Direct,196,12,0
01865494352,neelofar16@example.net,664,36-50,Married,653795,Paid Ads,256,7,1
+917769121687,khoslaadvika@example.net,498,26-35,Married with Kids,268947,Direct,86,2,0
4209095668,shamikrau@example.com,576,36-50,Married,590465,Social Media,122,6,0
00916636465,lchoudhury@example.net,493,26-35,Married,325998,Social Media,117,8,0
00717073088,kiaan67@example.net,388,18-25,Married,89564,Organic Search,180,3,0
8877739739,saanvi27@example.org,491,26-35,Single,244648,Referral,294,2,0
06041939600,isoman@example.com,425,26-35,Married,306525,Social Media,82,7,0
04140094545,madhav63@example.com,472,26-35,Married,351862,Social Media,110,6,0
08655956787,ekrishnan@example.com,375,18-25,Single,43065,Paid Ads,276,9,0
+912123189289,chawlaheer@example.net,660,36-50,Married with Kids,568123,Organic Search,16,5,1
08015460088,prerakbuch@example.com,596,51+,Married with Kids,572619,Direct,86,8,1
+913001450006,rsodhi@example.com,667,36-50,Married,605852,Direct,191,5,1
01509083438,sdugal@example.com,496,36-50,Single,438615,Social Media,86,14,0
02454139946,bediemir@example.com,596,36-50,Single,425334,Direct,182,1,0
9516752738,bhamini78@example.com,523,36-50,Single,457979,Direct,261,13,0
4829313825,kartik62@example.net,386,26-35,Married,261326,Referral,28,1,0
3459292281,shray77@example.com,550,36-50,Single,464699,Social Media,235,9,0
+912140724398,swable@example.org,402,26-35,Single,259032,Social Media,32,14,0
5462431940,aayush67@example.org,488,51+,Married,403502,Direct,48,1,0
09378220048,saniarhaan@example.net,524,51+,Single,375342,Organic Search,297,14,0
4917719281,jivikamaster@example.org,626,36-50,Single,495567,Direct,227,6,0
01726030710,sarasaini@example.com,497,26-35,Married with Kids,368881,Organic Search,89,2,0
2760603921,ybajwa@example.com,422,26-35,Married,364915,Paid Ads,106,6,0
6432065179,abalasubramanian@example.net,333,18-25,Married with Kids,151126,Social Media,222,13,0
05133297220,deykaira@example.org,468,26-35,Married,311755,Paid Ads,68,6,0
+914675412050,dayaljivin@example.com,487,26-35,Married,215839,Social Media,112,1,0
02460763778,svaidya@example.net,663,36-50,Married,620791,Paid Ads,59,11,0
03152777755,dsaha@example.com,496,26-35,Married with Kids,349496,Referral,139,11,0
9437057768,ehanda@example.net,412,26-35,Married,171645,Social Media,19,14,0
00116940265,qvohra@example.org,586,36-50,Married with Kids,485214,Paid Ads,140,2,0
03005086642,kashyappari@example.org,582,36-50,Married,564998,Direct,25,4,0
+919681113997,bedijivika@example.net,338,18-25,Married,125281,Paid Ads,246,12,0
7988964364,baradanahita@example.net,300,18-25,Married,48796,Paid Ads,255,4,0
0305414143,kashyapjivika@example.com,374,26-35,Married,295048,Referral,42,7,0
02222418784,kbath@example.org,495,26-35,Single,258155,Paid Ads,11,13,0
5508831577,fdhillon@example.org,609,36-50,Single,567457,Referral,236,12,0
+919603610865,kamdarindrajit@example.com,507,26-35,Married,386854,Direct,161,11,0
8911681380,rattamisha@example.com,576,36-50,Married,489523,Referral,46,13,0
0656571552,anahitakorpal@example.net,581,36-50,Married,650749,Referral,14,14,0
01430792351,mirayabawa@example.com,419,26-35,Married with Kids,278677,Social Media,147,2,0
02883972932,yasmin39@example.org,392,18-25,Married with Kids,145846,Paid Ads,125,2,0
06918954437,qkohli@example.com,410,18-25,Married,197648,Referral,268,3,0
09473117906,bosekeya@example.com,457,26-35,Single,236337,Paid Ads,183,13,0
+913297121097,fatehgala@example.net,483,26-35,Married,320432,Social Media,59,7,0
04698246917,gsengupta@example.com,361,18-25,Married,157996,Paid Ads,79,9,0
06514770148,prisha35@example.org,402,26-35,Single,322840,Direct,252,14,0
+913143420035,tiyabakshi@example.com,425,26-35,Single,224399,Organic Search,204,9,0
0721656131,wvirk@example.org,395,26-35,Married,326295,Paid Ads,254,12,0
2973294520,farhanbedi@example.org,615,36-50,Married with Kids,584581,Paid Ads,102,9,1
5082830523,balishaan@example.net,595,36-50,Married with Kids,647982,Direct,165,4,1
0514494422,mchawla@example.net,615,36-50,Married,516649,Referral,111,2,0
8251834747,misha13@example.org,407,26-35,Single,295244,Organic Search,90,2,0
+914247283925,saraganguly@example.com,427,26-35,Single,227115,Paid Ads,221,2,0
08955564437,ybali@example.org,364,26-35,Married,201673,Organic Search,47,6,0
3078284539,tlanka@example.net,375,18-25,Married,55367,Direct,113,12,0
8442463676,raghav51@example.net,342,18-25,Married,83156,Direct,236,8,0
9220113000,amblehrishita@example.org,623,36-50,Married,616433,Paid Ads,190,4,0
+915019503814,singhalivan@example.net,424,18-25,Single,166811,Social Media,141,12,0
8510303791,tiyaandra@example.com,462,26-35,Married with Kids,305066,Social Media,215,7,0
7092534332,banikshlok@example.net,417,51+,Married with Kids,442944,Referral,93,3,0
7397326906,bariaaaryahi@example.com,662,36-50,Single,563044,Social Media,79,7,0
07280011238,kanavbaral@example.com,604,36-50,Married with Kids,556440,Paid Ads,219,5,1
3700955581,elakshi63@example.net,464,36-50,Single,518729,Direct,84,9,0
6741883380,fkuruvilla@example.com,471,51+,Married,426326,Social Media,157,4,0
06361598185,nirvi25@example.com,447,26-35,Married,295166,Social Media,158,11,0
03138175516,charzeeshan@example.net,447,26-35,Married,275808,Organic Search,116,2,0
6041491985,vasayakshit@example.com,429,26-35,Married,291815,Referral,15,6,0
8829714746,anahimahajan@example.net,459,26-35,Married,290426,Referral,256,11,0
7718736668,mkumer@example.net,470,26-35,Married,315458,Referral,263,14,0
06196161563,isachdev@example.org,488,26-35,Single,271301,Referral,126,4,0
02945306989,uray@example.com,318,26-35,Married with Kids,277116,Direct,249,3,0
08399364202,shethbiju@example.com,551,36-50,Single,525463,Paid Ads,60,8,0
03276067813,dadakeya@example.net,405,26-35,Married with Kids,293024,Organic Search,240,5,0
+914882529045,daminikale@example.org,520,26-35,Married with Kids,421708,Direct,233,12,0
2692233943,shaansha@example.net,420,26-35,Single,343197,Social Media,114,1,0
+915941546965,vidur61@example.com,516,51+,Married with Kids,399364,Social Media,227,3,0
+911702795557,baiju36@example.com,474,36-50,Married with Kids,584818,Referral,153,10,1
2017374068,taran26@example.org,639,36-50,Married with Kids,567691,Direct,208,5,1
03075398736,divyansh61@example.com,390,26-35,Single,234468,Paid Ads,58,2,0
+917790819735,mohanlal93@example.org,559,36-50,Single,583495,Organic Search,170,4,0
09404615399,vtara@example.org,482,51+,Single,367587,Organic Search,59,11,0
2063884162,elakshimannan@example.net,566,51+,Married,462937,Organic Search,139,6,0
3481775577,farhan66@example.net,564,36-50,Single,526157,Direct,22,4,0
2262811250,uthkarsh82@example.com,517,51+,Married,458918,Paid Ads,293,8,0
6185267105,eshanisrivastava@example.com,362,18-25,Married,120520,Organic Search,208,13,0
2057416736,wkrishnan@example.net,585,36-50,Single,537519,Organic Search,279,6,0
+913207145931,fatehghose@example.net,417,26-35,Married,317115,Organic Search,239,14,0
+913417201331,indransgopal@example.com,458,26-35,Married,335849,Social Media,119,14,0
0959461725,samarth26@example.org,643,36-50,Married,644595,Referral,238,10,0
+919630632162,xsharaf@example.org,411,26-35,Married with Kids,306630,Paid Ads,73,5,0
01752154456,jivikaagrawal@example.org,339,18-25,Single,114195,Paid Ads,124,3,0
05558588459,ehsaanbera@example.org,553,36-50,Married,552442,Organic Search,84,2,0
+916868137321,yuvaanvarughese@example.net,452,26-35,Single,314160,Referral,55,7,0
04552837300,qanand@example.net,683,36-50,Married,665841,Direct,190,4,1
+916564265215,kashviratti@example.com,586,26-35,Married,365504,Organic Search,118,2,0
1618565396,qiyer@example.com,381,26-35,Married with Kids,365479,Organic Search,276,7,0
4092919993,asodhi@example.net,407,26-35,Married,291755,Organic Search,254,10,0
9390947350,samar62@example.com,308,18-25,Single,33133,Direct,290,1,0
00378702766,ydatta@example.net,651,36-50,Single,537324,Referral,251,5,1
+917907070200,tdas@example.org,397,26-35,Single,202013,Paid Ads,297,4,0
7071840058,emir97@example.com,559,36-50,Married with Kids,548957,Referral,208,12,1
05308994465,armaanzacharia@example.net,474,36-50,Single,503171,Organic Search,279,10,0
4573207919,adviklata@example.com,651,36-50,Married with Kids,628634,Social Media,31,4,1
00960199357,chatterjeeindrans@example.com,429,26-35,Married,267390,Paid Ads,269,7,0
+910317359162,darshit78@example.net,511,26-35,Married with Kids,340955,Paid Ads,233,13,0
01627846912,fgara@example.net,536,36-50,Single,618201,Social Media,265,3,0
5818055125,fateh27@example.org,384,26-35,Single,197194,Organic Search,124,2,0
9955724221,chokshikanav@example.net,317,26-35,Married,203031,Direct,104,1,0
8173748532,isarkar@example.net,462,26-35,Married,277272,Organic Search,282,14,0
+915308863295,bhandarijayant@example.org,300,18-25,Married,101552,Referral,233,1,0
3891465105,sarrafsana@example.com,481,26-35,Married with Kids,296359,Direct,98,8,0
02327017585,samarbajaj@example.net,411,26-35,Single,234555,Referral,240,4,0
+912309322085,santakarsh@example.org,411,26-35,Single,222582,Paid Ads,198,10,0
+910571958873,neelofarchoudhury@example.com,426,26-35,Married,349462,Referral,134,7,0
05510839371,mamootysingh@example.net,393,26-35,Single,268801,Direct,12,14,0
07183387139,ishitaviswanathan@example.com,580,51+,Married with Kids,470134,Organic Search,241,8,0
9428368719,ogole@example.com,539,51+,Single,374035,Direct,96,11,0
06975058938,urvibalay@example.com,352,18-25,Married with Kids,85949,Organic Search,147,11,0
+918743030699,rshetty@example.org,450,26-35,Married,247777,Referral,173,7,0
07939647282,kismat74@example.net,612,36-50,Married with Kids,557587,Social Media,291,13,1
+914924313281,sinhadarshit@example.com,605,36-50,Married,634363,Paid Ads,70,13,0
01421080988,kakartaran@example.com,362,26-35,Single,217741,Social Media,237,1,0
+916849550205,zram@example.org,336,26-35,Single,195626,Organic Search,185,8,0
03308101937,taggarwal@example.net,300,18-25,Married with Kids,12258,Direct,253,2,0
09657876422,lakshaysingh@example.net,456,26-35,Married,306962,Organic Search,47,12,0
+916191097421,nkapadia@example.com,601,36-50,Married with Kids,626224,Direct,221,1,1
1845185089,charvi20@example.com,429,26-35,Married,247455,Referral,142,2,0
4761207070,choprahunar@example.com,543,26-35,Married,351390,Referral,98,3,0
+919619192953,tiyalall@example.net,490,51+,Married with Kids,507887,Social Media,90,14,1
0078996124,parihayre@example.net,440,26-35,Married,335151,Direct,199,3,0
+917578749342,fatehdatta@example.com,400,26-35,Single,279256,Paid Ads,92,14,0
7326158874,dsane@example.com,514,36-50,Single,511089,Organic Search,260,10,0
08321634442,dugardhanush@example.net,432,26-35,Single,142065,Organic Search,35,13,0
7293484880,divit77@example.org,475,26-35,Married with Kids,268688,Paid Ads,105,1,0
5329486093,madhup47@example.com,442,26-35,Single,281193,Social Media,33,14,0
6359135998,nirvaan07@example.com,507,36-50,Married with Kids,536394,Organic Search,87,4,1
4601083239,zsom@example.com,511,26-35,Married with Kids,387932,Organic Search,96,13,0
04565743245,tanya58@example.net,465,26-35,Single,308478,Social Media,51,9,0
5735973976,bhaminibhatnagar@example.com,657,36-50,Married,592753,Social Media,35,5,0
07667429594,renee42@example.com,350,26-35,Married with Kids,199431,Paid Ads,22,6,0
01250177323,lshetty@example.com,439,36-50,Single,406160,Organic Search,134,1,0
+918810720503,erajan@example.org,532,36-50,Single,595867,Social Media,16,10,0
01931778544,ishaan66@example.net,434,26-35,Married,222656,Social Media,28,10,0
+916324357737,xdeshmukh@example.net,526,36-50,Married,589258,Organic Search,280,9,0
01029737299,elakshitailor@example.net,442,26-35,Married,249846,Direct,185,5,0
03812590382,taranjayaraman@example.com,381,18-25,Married with Kids,133158,Referral,53,1,0
07208550616,gkala@example.com,367,18-25,Single,92134,Paid Ads,95,1,0
8349503384,diya07@example.org,479,36-50,Married,476982,Social Media,135,7,0
0942584194,dthakkar@example.com,576,36-50,Married with Kids,609013,Organic Search,152,12,1
4414949286,uthkarsh97@example.com,577,36-50,Married with Kids,642592,Paid Ads,238,3,1
7529124655,zainachadha@example.net,614,36-50,Married with Kids,596625,Direct,80,13,1
00876203178,kibebhamini@example.net,505,51+,Married,410206,Paid Ads,107,5,0
+918132803911,sanihridaan@example.com,544,36-50,Married with Kids,620450,Paid Ads,262,4,1
+910664003005,mishti76@example.net,539,51+,Married,512734,Organic Search,135,2,0
01530948245,veerkothari@example.com,413,26-35,Married,277036,Paid Ads,151,3,0
5876871733,qlad@example.org,463,26-35,Single,273329,Paid Ads,15,13,0
+914338197392,virknitara@example.net,612,36-50,Single,465763,Paid Ads,213,4,0
08466915524,sridharneysa@example.net,387,26-35,Single,279603,Social Media,47,10,0
+918041893464,shroffpranay@example.net,430,26-35,Single,259707,Organic Search,259,10,0
+912476641553,utripathi@example.org,539,26-35,Married with Kids,364094,Organic Search,87,2,0
08896953802,manekaira@example.net,480,26-35,Married with Kids,360141,Referral,280,6,0
0883671221,dhawanveer@example.org,375,26-35,Single,173849,Paid Ads,248,3,0
05038752278,rchoudhry@example.org,481,26-35,Single,233027,Direct,218,3,0
+911448062309,senmisha@example.org,488,36-50,Married,567723,Social Media,282,6,0
00727716467,qcherian@example.org,381,26-35,Single,249281,Referral,222,5,0
0531348826,fandra@example.net,456,18-25,Single,115440,Paid Ads,83,12,0
+915819746792,cbassi@example.com,611,36-50,Married with Kids,563042,Paid Ads,77,13,1
08103118927,mishagupta@example.net,407,18-25,Married with Kids,122495,Direct,186,5,0
03026035188,seher60@example.net,572,51+,Married with Kids,557453,Paid Ads,247,9,1
+911102598449,zramesh@example.net,648,51+,Married,567181,Referral,52,11,0
2756520552,qsunder@example.net,510,26-35,Married,337421,Referral,71,8,0
+919080049685,whora@example.org,403,26-35,Married with Kids,337048,Organic Search,188,6,0
02928404666,diya38@example.com,372,26-35,Single,229581,Direct,280,8,0
7234476486,krishvig@example.org,575,36-50,Married,705254,Paid Ads,16,11,0
04908564233,hanshrao@example.org,495,51+,Married with Kids,483010,Referral,291,12,0
07557273748,gjaggi@example.net,643,36-50,Married,678215,Referral,43,10,0
07149875407,ukorpal@example.org,300,18-25,Married with Kids,77535,Paid Ads,129,1,0
+910429740735,sridharmamooty@example.com,425,26-35,Single,279110,Direct,164,10,0
+916551193100,purabrandhawa@example.net,662,36-50,Married,576494,Paid Ads,236,10,1
08066816029,hrishita02@example.net,397,26-35,Married,250254,Paid Ads,36,3,0
+914823540879,aarush73@example.com,650,36-50,Married,653636,Paid Ads,274,14,0
3363543661,yashvi58@example.net,412,26-35,Married,326446,Referral,187,10,0
9490726927,lagan62@example.net,411,26-35,Married,262458,Social Media,144,14,0
0385842928,yakshit40@example.com,504,26-35,Married,290591,Organic Search,225,4,0
6554441615,ojassekhon@example.net,414,18-25,Married with Kids,125033,Social Media,33,6,0
1415718305,vbasak@example.net,408,18-25,Married,169466,Social Media,149,7,0
3322953374,raubaiju@example.org,365,26-35,Married with Kids,377747,Direct,145,14,0
+911882142690,kundatara@example.org,414,26-35,Married,320527,Referral,108,6,0
3461820606,jayant80@example.com,512,51+,Single,449180,Referral,220,7,0
3916483370,kabirchadha@example.com,659,36-50,Married with Kids,649561,Social Media,190,3,1
1843859411,nhans@example.org,532,26-35,Married,287751,Direct,293,2,0
+918507680331,aarushdatta@example.net,475,18-25,Married,173771,Direct,160,6,0
8797126913,zbobal@example.org,664,36-50,Married,659846,Referral,248,9,1
+917512214129,zarasharaf@example.com,368,18-25,Married,68176,Organic Search,134,2,0
08562883742,dhanukkumar@example.org,351,18-25,Married with Kids,152526,Organic Search,37,3,0
1376468985,routdishani@example.org,500,26-35,Married,348926,Paid Ads,23,7,0
03634679791,tara47@example.org,429,26-35,Single,239073,Direct,265,4,0
06308885282,eshanighose@example.com,537,26-35,Married,390649,Direct,219,6,0
07722994518,kjaggi@example.org,444,26-35,Single,350964,Direct,79,13,0
4555612480,tandondishani@example.net,505,36-50,Single,496692,Paid Ads,228,13,0
+913065653106,jayantkhalsa@example.com,652,36-50,Married with Kids,641926,Organic Search,38,9,1
